"V1","V2","V3","V4","V5","V6","V7","V8"
"114","AMSMEN",0,795,222,29.5,6,1.05
"114","ASPPRO",0,795,222,29.5,6,1.05
"114","BROTEC",3,795,222,29.5,6,1.05
"114","DESSOP",0,795,222,29.5,6,1.05
"114","GALIUM",4,795,222,29.5,6,1.05
"114","LACSER",0,795,222,29.5,6,1.05
"114","LAMAMP",0,795,222,29.5,6,1.05
"114","LT",6,795,222,29.5,6,1.05
"114","NF",4,795,222,29.5,6,1.05
"114","NNF",0,795,222,29.5,6,1.05
"114","NNGRS",5,795,222,29.5,6,1.05
"114","PHLPRA",4,795,222,29.5,6,1.05
"114","SISALT",0,795,222,29.5,6,1.05
"114","TRADUB",0,795,222,29.5,6,1.05
"196","AMSMEN",0,819,0,73.25,0,0.12
"196","BG",3,819,0,73.25,0,0.12
"196","BROSTE",6,819,0,73.25,0,0.12
"196","BSC",0,819,0,73.25,0,0.12
"196","CERGLO",0,819,0,73.25,0,0.12
"196","CLAPER",0,819,0,73.25,0,0.12
"196","DRAVER",0,819,0,73.25,0,0.12
"196","EPIBRA",0,819,0,73.25,0,0.12
"196","FUNHYG",0,819,0,73.25,0,0.12
"196","LACSER",0,819,0,73.25,0,0.12
"196","LAMAMP",0,819,0,73.25,0,0.12
"196","LT",2,819,0,73.25,0,0.12
"196","MYOARV",0,819,0,73.25,0,0.12
"196","NF",0,819,0,73.25,0,0.12
"196","NNF",1,819,0,73.25,0,0.12
"196","NNGRS",6,819,0,73.25,0,0.12
"196","PHLPRA",0,819,0,73.25,0,0.12
"196","RK",0,819,0,73.25,0,0.12
"196","THIINT",0,819,0,73.25,0,0.12
"196","TRIMAR",0,819,0,73.25,0,0.12
"196","VERTHL",1,819,0,73.25,0,0.12
"199","ACHMIL",0,837,122,103.5,19,2.29
"199","ANTCAU",0,837,122,103.5,19,2.29
"199","ARESER",1,837,122,103.5,19,2.29
"199","BALSAG",0,837,122,103.5,19,2.29
"199","BG",2,837,122,103.5,19,2.29
"199","BROARV",1,837,122,103.5,19,2.29
"199","BROTEC",0,837,122,103.5,19,2.29
"199","BSC",1,837,122,103.5,19,2.29
"199","CASMIN",0,837,122,103.5,19,2.29
"199","CLAPER",0,837,122,103.5,19,2.29
"199","CLAPOC",0,837,122,103.5,19,2.29
"199","DRAVER",0,837,122,103.5,19,2.29
"199","EPIBRA",1,837,122,103.5,19,2.29
"199","FESIDA",0,837,122,103.5,19,2.29
"199","GALAPA",0,837,122,103.5,19,2.29
"199","GEUTRI",0,837,122,103.5,19,2.29
"199","LACSER",1,837,122,103.5,19,2.29
"199","LOMDIS",1,837,122,103.5,19,2.29
"199","LT",5,837,122,103.5,19,2.29
"199","LUPARG",0,837,122,103.5,19,2.29
"199","MICGRA",0,837,122,103.5,19,2.29
"199","MYOARV",2,837,122,103.5,19,2.29
"199","NF",2,837,122,103.5,19,2.29
"199","NGRS",0,837,122,103.5,19,2.29
"199","NNF",3,837,122,103.5,19,2.29
"199","NNGRS",2,837,122,103.5,19,2.29
"199","PSESPI",0,837,122,103.5,19,2.29
"199","ROSWOO",2,837,122,103.5,19,2.29
"199","SENINT",1,837,122,103.5,19,2.29
"199","SHRB",3,837,122,103.5,19,2.29
"199","SISALT",1,837,122,103.5,19,2.29
"199","SYMALB",2,837,122,103.5,19,2.29
"199","SYNRUR",1,837,122,103.5,19,2.29
"199","VENDUB",1,837,122,103.5,19,2.29
"199","ZIGVEN",0,837,122,103.5,19,2.29
"238","ACHMIL",1,862,338,125,38,1.11
"238","ANTCAU",0,862,338,125,38,1.11
"238","BG",0,862,338,125,38,1.11
"238","BRAALB",5,862,338,125,38,1.11
"238","BRORAC",1,862,338,125,38,1.11
"238","BRYARG",0,862,338,125,38,1.11
"238","BSC",5,862,338,125,38,1.11
"238","CIRARV",0,862,338,125,38,1.11
"238","CLAPER",0,862,338,125,38,1.11
"238","CRADOU",0,862,338,125,38,1.11
"238","DRAVER",1,862,338,125,38,1.11
"238","EPIBRA",1,862,338,125,38,1.11
"238","GALAPA",0,862,338,125,38,1.11
"238","GALTRI",0,862,338,125,38,1.11
"238","LT",3,862,338,125,38,1.11
"238","LUPSER",0,862,338,125,38,1.11
"238","MICGRA",1,862,338,125,38,1.11
"238","MYOARV",0,862,338,125,38,1.11
"238","NF",2,862,338,125,38,1.11
"238","NNF",1,862,338,125,38,1.11
"238","NNGRS",4,862,338,125,38,1.11
"238","PHLPRA",0,862,338,125,38,1.11
"238","POAPRA",4,862,338,125,38,1.11
"238","SHRB",0,862,338,125,38,1.11
"238","SILLAT",0,862,338,125,38,1.11
"238","SOLMIS",0,862,338,125,38,1.11
"238","SYNRUR",0,862,338,125,38,1.11
"238","TRADUB",0,862,338,125,38,1.11
"239","ACHMIL",0,871,27,114,31,0
"239","BG",0,871,27,114,31,0
"239","BRAALB",0,871,27,114,31,0
"239","BROINE",5,871,27,114,31,0
"239","BSC",0,871,27,114,31,0
"239","CARROS",0,871,27,114,31,0
"239","GALAPA",0,871,27,114,31,0
"239","LACSER",0,871,27,114,31,0
"239","LT",6,871,27,114,31,0
"239","MALUS",0,871,27,114,31,0
"239","MYOARV",0,871,27,114,31,0
"239","NF",0,871,27,114,31,0
"239","NGRS",0,871,27,114,31,0
"239","NNF",0,871,27,114,31,0
"239","NNGRS",5,871,27,114,31,0
"239","PELRUF",0,871,27,114,31,0
"239","PHLPRA",0,871,27,114,31,0
"239","POAPRA",0,871,27,114,31,0
"239","ROSA",0,871,27,114,31,0
"239","SENINT",0,871,27,114,31,0
"239","SHRB",0,871,27,114,31,0
"239","SILLAT",0,871,27,114,31,0
"303","ACHMIL",0,858,26,123,27,0.12
"303","APOAND",0,858,26,123,27,0.12
"303","ARRELA",6,858,26,123,27,0.12
"303","BRAALB",0,858,26,123,27,0.12
"303","BROINE",0,858,26,123,27,0.12
"303","BSC",0,858,26,123,27,0.12
"303","CRADOU",0,858,26,123,27,0.12
"303","LT",6,858,26,123,27,0.12
"303","LUPARG",0,858,26,123,27,0.12
"303","MAIANTHEMUM",0,858,26,123,27,0.12
"303","NF",0,858,26,123,27,0.12
"303","NNGRS",6,858,26,123,27,0.12
"303","POTARG",0,858,26,123,27,0.12
"303","PRUVIR",0,858,26,123,27,0.12
"303","ROSEGA",1,858,26,123,27,0.12
"303","SHRB",1,858,26,123,27,0.12
"303","SYNRUR",0,858,26,123,27,0.12
"303","VERCAL",0,858,26,123,27,0.12
"492","ACHMIL",1,915,5,98,25,1.62
"492","ARRELA",4,915,5,98,25,1.62
"492","BALSAG",0,915,5,98,25,1.62
"492","BESRUB",0,915,5,98,25,1.62
"492","FESIDA",0,915,5,98,25,1.62
"492","GALAPA",0,915,5,98,25,1.62
"492","GALBOR",0,915,5,98,25,1.62
"492","GERVIS",0,915,5,98,25,1.62
"492","GEUTRI",3,915,5,98,25,1.62
"492","HEUGRO",3,915,5,98,25,1.62
"492","HIESCO",0,915,5,98,25,1.62
"492","LOMDIS",0,915,5,98,25,1.62
"492","LOMTRI",0,915,5,98,25,1.62
"492","LT",6,915,5,98,25,1.62
"492","LUPARG",2,915,5,98,25,1.62
"492","NF",6,915,5,98,25,1.62
"492","NGRS",0,915,5,98,25,1.62
"492","NNGRS",4,915,5,98,25,1.62
"492","PINPON",0,915,5,98,25,1.62
"492","POTARG",1,915,5,98,25,1.62
"492","POTGRA",0,915,5,98,25,1.62
"492","ROSA",0,915,5,98,25,1.62
"492","SENINT",0,915,5,98,25,1.62
"492","SHRB",2,915,5,98,25,1.62
"492","SPIBET",0,915,5,98,25,1.62
"492","SYMALB",2,915,5,98,25,1.62
"529","ACHMIL",0,753,66,108.25,22,1.96
"529","ARNICA",0,753,66,108.25,22,1.96
"529","BRAALB",0,753,66,108.25,22,1.96
"529","BROHOR",1,753,66,108.25,22,1.96
"529","BROSTE",0,753,66,108.25,22,1.96
"529","BSC",0,753,66,108.25,22,1.96
"529","CALELE",1,753,66,108.25,22,1.96
"529","CARGEY",4,753,66,108.25,22,1.96
"529","CLAFIM",0,753,66,108.25,22,1.96
"529","CLAPER",0,753,66,108.25,22,1.96
"529","DICTAU",0,753,66,108.25,22,1.96
"529","ELYTRA",1,753,66,108.25,22,1.96
"529","EPILOBIUM",0,753,66,108.25,22,1.96
"529","FRAVIR",2,753,66,108.25,22,1.96
"529","GALAPA",1,753,66,108.25,22,1.96
"529","GALBOR",0,753,66,108.25,22,1.96
"529","HYDCAP",0,753,66,108.25,22,1.96
"529","LATBIJ",1,753,66,108.25,22,1.96
"529","LT",6,753,66,108.25,22,1.96
"529","LUPINUS",0,753,66,108.25,22,1.96
"529","MICGRA",0,753,66,108.25,22,1.96
"529","MYOARV",0,753,66,108.25,22,1.96
"529","NF",3,753,66,108.25,22,1.96
"529","NGRS",4,753,66,108.25,22,1.96
"529","NNF",2,753,66,108.25,22,1.96
"529","NNGRS",1,753,66,108.25,22,1.96
"529","PHYMAL",0,753,66,108.25,22,1.96
"529","POTARG",0,753,66,108.25,22,1.96
"529","POTGRA",2,753,66,108.25,22,1.96
"529","PSEMEN",0,753,66,108.25,22,1.96
"529","ROSNUT",0,753,66,108.25,22,1.96
"529","SENINT",1,753,66,108.25,22,1.96
"529","SHRB",3,753,66,108.25,22,1.96
"529","SYMALB",3,753,66,108.25,22,1.96
"529","UNK",0,753,66,108.25,22,1.96
"529","VALLOC",2,753,66,108.25,22,1.96
"529","VENDUB",0,753,66,108.25,22,1.96
"529","VICAME",1,753,66,108.25,22,1.96
"543","BROINE",6,793,268,8,5,0
"543","GALAPA",0,793,268,8,5,0
"543","GALTRI",0,793,268,8,5,0
"543","LT",6,793,268,8,5,0
"543","NF",0,793,268,8,5,0
"543","NNF",0,793,268,8,5,0
"543","NNGRS",6,793,268,8,5,0
"543","PHLPRA",0,793,268,8,5,0
"543","SHRB",0,793,268,8,5,0
"543","SYMALB",0,793,268,8,5,0
"543","VALLOC",0,793,268,8,5,0
"543","VICAME",0,793,268,8,5,0
"566","ACHMIL",1,1056,313,33.5,15,1.4
"566","AGOGRA",0,1056,313,33.5,15,1.4
"566","BALSAG",0,1056,313,33.5,15,1.4
"566","BG",1,1056,313,33.5,15,1.4
"566","BROTEC",0,1056,313,33.5,15,1.4
"566","BSC",1,1056,313,33.5,15,1.4
"566","CARGEY",0,1056,313,33.5,15,1.4
"566","CLAPER",0,1056,313,33.5,15,1.4
"566","CREACU",0,1056,313,33.5,15,1.4
"566","DODPUL",0,1056,313,33.5,15,1.4
"566","ERIHER",0,1056,313,33.5,15,1.4
"566","FESIDA",0,1056,313,33.5,15,1.4
"566","FRAVIR",0,1056,313,33.5,15,1.4
"566","GALAPA",0,1056,313,33.5,15,1.4
"566","GERVIS",0,1056,313,33.5,15,1.4
"566","GEUMAC",0,1056,313,33.5,15,1.4
"566","GEUTRI",4,1056,313,33.5,15,1.4
"566","HIESCO",0,1056,313,33.5,15,1.4
"566","HYDCAP",0,1056,313,33.5,15,1.4
"566","LITGLA",1,1056,313,33.5,15,1.4
"566","LOMDIS",0,1056,313,33.5,15,1.4
"566","LT",5,1056,313,33.5,15,1.4
"566","MADGRA",0,1056,313,33.5,15,1.4
"566","NF",4,1056,313,33.5,15,1.4
"566","NGRS",3,1056,313,33.5,15,1.4
"566","NNF",1,1056,313,33.5,15,1.4
"566","NNGRS",4,1056,313,33.5,15,1.4
"566","OLSDOU",0,1056,313,33.5,15,1.4
"566","PELRUF",0,1056,313,33.5,15,1.4
"566","PINPON",0,1056,313,33.5,15,1.4
"566","POA",0,1056,313,33.5,15,1.4
"566","POABUL",0,1056,313,33.5,15,1.4
"566","POLDOU",0,1056,313,33.5,15,1.4
"566","POTGRA",0,1056,313,33.5,15,1.4
"566","PRUVIR",0,1056,313,33.5,15,1.4
"566","PSESPI",3,1056,313,33.5,15,1.4
"566","SENINT",0,1056,313,33.5,15,1.4
"566","SHRB",0,1056,313,33.5,15,1.4
"566","SYMALB",0,1056,313,33.5,15,1.4
"566","SYNRUR",1,1056,313,33.5,15,1.4
"566","VALLOC",1,1056,313,33.5,15,1.4
"566","VENDUB",4,1056,313,33.5,15,1.4
"734","ACHMIL",0,930,248,19.5,14,1.19
"734","APOAND",0,930,248,19.5,14,1.19
"734","BALSAG",0,930,248,19.5,14,1.19
"734","BG",0,930,248,19.5,14,1.19
"734","BROHOR",2,930,248,19.5,14,1.19
"734","BROTEC",0,930,248,19.5,14,1.19
"734","BSC",2,930,248,19.5,14,1.19
"734","CLAPOC",1,930,248,19.5,14,1.19
"734","DELNUT",1,930,248,19.5,14,1.19
"734","EPIBRA",0,930,248,19.5,14,1.19
"734","LITGLA",0,930,248,19.5,14,1.19
"734","LOMMAC",0,930,248,19.5,14,1.19
"734","LT",6,930,248,19.5,14,1.19
"734","LUPSER",2,930,248,19.5,14,1.19
"734","MADGRA",1,930,248,19.5,14,1.19
"734","NF",2,930,248,19.5,14,1.19
"734","NGRS",1,930,248,19.5,14,1.19
"734","NNF",1,930,248,19.5,14,1.19
"734","NNGRS",6,930,248,19.5,14,1.19
"734","POASEC",0,930,248,19.5,14,1.19
"734","PSESPI",1,930,248,19.5,14,1.19
"734","RK",1,930,248,19.5,14,1.19
"734","SYNRUR",2,930,248,19.5,14,1.19
"734","TRADUB",0,930,248,19.5,14,1.19
"734","VALLOC",1,930,248,19.5,14,1.19
"734","VENDUB",6,930,248,19.5,14,1.19
"801","ACHMIL",1,824,16,113,26,1.52
"801","APEINT",0,824,16,113,26,1.52
"801","ARNSOR",0,824,16,113,26,1.52
"801","ARRELA",0,824,16,113,26,1.52
"801","BESRUB",0,824,16,113,26,1.52
"801","BG",0,824,16,113,26,1.52
"801","BRAALB",0,824,16,113,26,1.52
"801","BROTEC",0,824,16,113,26,1.52
"801","BSC",0,824,16,113,26,1.52
"801","CALELE",0,824,16,113,26,1.52
"801","CARGEY",5,824,16,113,26,1.52
"801","CERPUR",0,824,16,113,26,1.52
"801","CLAPER",0,824,16,113,26,1.52
"801","COLPAR",0,824,16,113,26,1.52
"801","DRAVER",0,824,16,113,26,1.52
"801","EPIBRA",0,824,16,113,26,1.52
"801","FESIDA",3,824,16,113,26,1.52
"801","FRAALB",0,824,16,113,26,1.52
"801","FRAVIR",0,824,16,113,26,1.52
"801","GALAPA",0,824,16,113,26,1.52
"801","GALBOR",3,824,16,113,26,1.52
"801","GERVIS",0,824,16,113,26,1.52
"801","GEUTRI",4,824,16,113,26,1.52
"801","LOMAMB",0,824,16,113,26,1.52
"801","LOMDIS",0,824,16,113,26,1.52
"801","LT",6,824,16,113,26,1.52
"801","MICGRA",0,824,16,113,26,1.52
"801","MYOARV",0,824,16,113,26,1.52
"801","NF",5,824,16,113,26,1.52
"801","NGRS",6,824,16,113,26,1.52
"801","NNF",0,824,16,113,26,1.52
"801","NNGRS",0,824,16,113,26,1.52
"801","POAPRA",0,824,16,113,26,1.52
"801","POTGRA",0,824,16,113,26,1.52
"801","PSESPI",0,824,16,113,26,1.52
"801","RK",0,824,16,113,26,1.52
"801","ROSWOO",0,824,16,113,26,1.52
"801","SENINT",2,824,16,113,26,1.52
"801","SHRB",1,824,16,113,26,1.52
"801","SYMALB",1,824,16,113,26,1.52
"801","VIOLA",0,824,16,113,26,1.52
"828","AMSINCKIA",0,761,120,80.75,18,1.06
"828","ANTCAU",0,761,120,80.75,18,1.06
"828","BG",0,761,120,80.75,18,1.06
"828","BROMUS",0,761,120,80.75,18,1.06
"828","BROTEC",3,761,120,80.75,18,1.06
"828","CIRARV",0,761,120,80.75,18,1.06
"828","CLAPER",0,761,120,80.75,18,1.06
"828","DIPFUL",0,761,120,80.75,18,1.06
"828","HERMAX",0,761,120,80.75,18,1.06
"828","LACSER",4,761,120,80.75,18,1.06
"828","LOMDIS",1,761,120,80.75,18,1.06
"828","LT",6,761,120,80.75,18,1.06
"828","MYOARV",0,761,120,80.75,18,1.06
"828","NF",1,761,120,80.75,18,1.06
"828","NNF",4,761,120,80.75,18,1.06
"828","NNGRS",4,761,120,80.75,18,1.06
"828","SISALT",0,761,120,80.75,18,1.06
"828","THLARV",0,761,120,80.75,18,1.06
"828","VENDUB",2,761,120,80.75,18,1.06
"848","ANTCAU",3,814,352,85.75,34,1.41
"848","BROINE",6,814,352,85.75,34,1.41
"848","BSC",1,814,352,85.75,34,1.41
"848","CLAPER",4,814,352,85.75,34,1.41
"848","COLPAR",4,814,352,85.75,34,1.41
"848","DRAVER",0,814,352,85.75,34,1.41
"848","GALTRI",0,814,352,85.75,34,1.41
"848","GLETRI",0,814,352,85.75,34,1.41
"848","LT",6,814,352,85.75,34,1.41
"848","MICGRA",2,814,352,85.75,34,1.41
"848","MYOARV",0,814,352,85.75,34,1.41
"848","NF",5,814,352,85.75,34,1.41
"848","NNF",3,814,352,85.75,34,1.41
"848","NNGRS",6,814,352,85.75,34,1.41
"848","SHRB",0,814,352,85.75,34,1.41
"848","SYNRUR",1,814,352,85.75,34,1.41
"848","TRIGRA",0,814,352,85.75,34,1.41
"848","UNK",0,814,352,85.75,34,1.41
"929","ANTCAU",3,785,349,125,28,1.41
"929","ARCMIN",0,785,349,125,28,1.41
"929","ASPPRO",0,785,349,125,28,1.41
"929","BROTEC",0,785,349,125,28,1.41
"929","BRYALB",3,785,349,125,28,1.41
"929","CIRARV",0,785,349,125,28,1.41
"929","CLAPER",1,785,349,125,28,1.41
"929","CRADOU",0,785,349,125,28,1.41
"929","ELYGLA",4,785,349,125,28,1.41
"929","GALTRI",0,785,349,125,28,1.41
"929","HERMAX",0,785,349,125,28,1.41
"929","LAMAMP",0,785,349,125,28,1.41
"929","LT",6,785,349,125,28,1.41
"929","NF",1,785,349,125,28,1.41
"929","NGRS",4,785,349,125,28,1.41
"929","NNF",4,785,349,125,28,1.41
"929","NNGRS",3,785,349,125,28,1.41
"929","POAPRA",3,785,349,125,28,1.41
"929","SHRB",0,785,349,125,28,1.41
"933","ACHMIL",1,818,343,102.5,21,1.77
"933","APOAND",0,818,343,102.5,21,1.77
"933","BG",0,818,343,102.5,21,1.77
"933","BROTEC",1,818,343,102.5,21,1.77
"933","BSC",3,818,343,102.5,21,1.77
"933","COLPAR",0,818,343,102.5,21,1.77
"933","DACGLO",0,818,343,102.5,21,1.77
"933","DRAVER",0,818,343,102.5,21,1.77
"933","EPILOBIUM",1,818,343,102.5,21,1.77
"933","GALAPA",0,818,343,102.5,21,1.77
"933","GALTRI",0,818,343,102.5,21,1.77
"933","GERVIS",3,818,343,102.5,21,1.77
"933","LT",6,818,343,102.5,21,1.77
"933","LUPSER",0,818,343,102.5,21,1.77
"933","MICGRA",1,818,343,102.5,21,1.77
"933","MYOSTR",0,818,343,102.5,21,1.77
"933","NF",3,818,343,102.5,21,1.77
"933","NNF",1,818,343,102.5,21,1.77
"933","NNGRS",4,818,343,102.5,21,1.77
"933","POABUL",0,818,343,102.5,21,1.77
"933","POAPRA",4,818,343,102.5,21,1.77
"933","RK",0,818,343,102.5,21,1.77
"933","ROSCAN",2,818,343,102.5,21,1.77
"933","ROSWOO",0,818,343,102.5,21,1.77
"933","RUMACE",1,818,343,102.5,21,1.77
"933","SENINT",0,818,343,102.5,21,1.77
"933","SHRB",2,818,343,102.5,21,1.77
"933","SYMLAN",0,818,343,102.5,21,1.77
"933","SYNRUR",3,818,343,102.5,21,1.77
"933","VENDUB",0,818,343,102.5,21,1.77
"933","VERONICA",1,818,343,102.5,21,1.77
"942","ACHMIL",1,796,32,117,9,1.97
"942","ARRELA",0,796,32,117,9,1.97
"942","BESRUB",0,796,32,117,9,1.97
"942","BROMUS",1,796,32,117,9,1.97
"942","CALAMAGROSTIS",0,796,32,117,9,1.97
"942","CALELE",0,796,32,117,9,1.97
"942","CAMQUA",0,796,32,117,9,1.97
"942","CARGEY",0,796,32,117,9,1.97
"942","EPILOBIUM",1,796,32,117,9,1.97
"942","FESIDA",1,796,32,117,9,1.97
"942","GALAPA",0,796,32,117,9,1.97
"942","GALTRI",1,796,32,117,9,1.97
"942","GERVIS",4,796,32,117,9,1.97
"942","GEUTRI",2,796,32,117,9,1.97
"942","IRIMIS",0,796,32,117,9,1.97
"942","LOMDIS",3,796,32,117,9,1.97
"942","LT",6,796,32,117,9,1.97
"942","MAIANTHEMUM",0,796,32,117,9,1.97
"942","MICGRA",0,796,32,117,9,1.97
"942","NF",6,796,32,117,9,1.97
"942","NGRS",1,796,32,117,9,1.97
"942","NNF",0,796,32,117,9,1.97
"942","NNGRS",3,796,32,117,9,1.97
"942","POAPRA",3,796,32,117,9,1.97
"942","POTGRA",1,796,32,117,9,1.97
"942","SENINT",2,796,32,117,9,1.97
"942","SHRB",0,796,32,117,9,1.97
"942","SYMALB",0,796,32,117,9,1.97
"942","SYMLAN",0,796,32,117,9,1.97
"942","TAROFF",0,796,32,117,9,1.97
"942","UNK",0,796,32,117,9,1.97
"942","VIOLA",1,796,32,117,9,1.97
"979","ACHMIL",2,802,38,125,28,0.75
"979","BG",0,802,38,125,28,0.75
"979","BRAALB",1,802,38,125,28,0.75
"979","BROTEC",0,802,38,125,28,0.75
"979","BSC",1,802,38,125,28,0.75
"979","EPIBRA",0,802,38,125,28,0.75
"979","GALAPA",0,802,38,125,28,0.75
"979","GALTRI",0,802,38,125,28,0.75
"979","HERMAX",0,802,38,125,28,0.75
"979","LACSER",0,802,38,125,28,0.75
"979","LT",6,802,38,125,28,0.75
"979","MICGRA",0,802,38,125,28,0.75
"979","MYOSOTIS",0,802,38,125,28,0.75
"979","NF",2,802,38,125,28,0.75
"979","NNF",1,802,38,125,28,0.75
"979","NNGRS",6,802,38,125,28,0.75
"979","PHLPRA",0,802,38,125,28,0.75
"979","POAPRA",6,802,38,125,28,0.75
"979","RUMACE",1,802,38,125,28,0.75
"979","TAROFF",0,802,38,125,28,0.75
"979","THLARV",0,802,38,125,28,0.75
"979","TRADUB",0,802,38,125,28,0.75
"979","VENDUB",2,802,38,125,28,0.75
"987","BALSAG",0,650,207,18.5,32,1.23
"987","BG",2,650,207,18.5,32,1.23
"987","BRORAC",0,650,207,18.5,32,1.23
"987","BROSTE",2,650,207,18.5,32,1.23
"987","BROTEC",2,650,207,18.5,32,1.23
"987","BSC",0,650,207,18.5,32,1.23
"987","CHOJUN",2,650,207,18.5,32,1.23
"987","CLAPOC",0,650,207,18.5,32,1.23
"987","EROCIC",0,650,207,18.5,32,1.23
"987","LACSER",0,650,207,18.5,32,1.23
"987","LT",6,650,207,18.5,32,1.23
"987","MADGRA",1,650,207,18.5,32,1.23
"987","MAHREP",2,650,207,18.5,32,1.23
"987","NF",2,650,207,18.5,32,1.23
"987","NNF",2,650,207,18.5,32,1.23
"987","NNGRS",5,650,207,18.5,32,1.23
"987","POABUL",0,650,207,18.5,32,1.23
"987","RK",0,650,207,18.5,32,1.23
"987","SYNRUR",0,650,207,18.5,32,1.23
"987","TAECAP",5,650,207,18.5,32,1.23
"987","UNK1",0,650,207,18.5,32,1.23
"987","VICVIL",0,650,207,18.5,32,1.23
"988","CIRARV",0,605,0,125,0,0
"988","LT",6,605,0,125,0,0
"988","NF",0,605,0,125,0,0
"988","NNF",0,605,0,125,0,0
"988","NNGRS",6,605,0,125,0,0
"988","PHAARU",6,605,0,125,0,0
"988","URTDIO",0,605,0,125,0,0
"1081","ACHMIL",0,912,227,83.5,9,1.61
"1081","AGOSERIS",0,912,227,83.5,9,1.61
"1081","ALYALY",3,912,227,83.5,9,1.61
"1081","BALSAG",4,912,227,83.5,9,1.61
"1081","BG",0,912,227,83.5,9,1.61
"1081","BROHOR",3,912,227,83.5,9,1.61
"1081","BROSTE",0,912,227,83.5,9,1.61
"1081","BROTEC",0,912,227,83.5,9,1.61
"1081","BSC",0,912,227,83.5,9,1.61
"1081","CLAPOC",0,912,227,83.5,9,1.61
"1081","COLPAR",1,912,227,83.5,9,1.61
"1081","DESSOP",0,912,227,83.5,9,1.61
"1081","EPIBRA",0,912,227,83.5,9,1.61
"1081","FESIDA",0,912,227,83.5,9,1.61
"1081","GALAPA",0,912,227,83.5,9,1.61
"1081","HELUNI",0,912,227,83.5,9,1.61
"1081","LACSER",3,912,227,83.5,9,1.61
"1081","LT",6,912,227,83.5,9,1.61
"1081","MICGRA",0,912,227,83.5,9,1.61
"1081","NF",4,912,227,83.5,9,1.61
"1081","NGRS",0,912,227,83.5,9,1.61
"1081","NNF",4,912,227,83.5,9,1.61
"1081","NNGRS",5,912,227,83.5,9,1.61
"1081","PHLLON",0,912,227,83.5,9,1.61
"1081","POASEC",0,912,227,83.5,9,1.61
"1081","PSESPI",0,912,227,83.5,9,1.61
"1081","SISALT",0,912,227,83.5,9,1.61
"1081","SYNRUR",0,912,227,83.5,9,1.61
"1081","TAECAP",0,912,227,83.5,9,1.61
"1081","UNK4",0,912,227,83.5,9,1.61
"1081","VENDUB",4,912,227,83.5,9,1.61
"1081","VULMYU",0,912,227,83.5,9,1.61
"1091","ACHMIL",0,890,330,125,16,1.15
"1091","AMSMEN",3,890,330,125,16,1.15
"1091","BG",0,890,330,125,16,1.15
"1091","BRACAM",0,890,330,125,16,1.15
"1091","BROHOR",0,890,330,125,16,1.15
"1091","BROINE",0,890,330,125,16,1.15
"1091","BRORAC",6,890,330,125,16,1.15
"1091","BROSTE",0,890,330,125,16,1.15
"1091","CLAPER",0,890,330,125,16,1.15
"1091","COLPAR",1,890,330,125,16,1.15
"1091","EPIBRA",1,890,330,125,16,1.15
"1091","FESIDA",0,890,330,125,16,1.15
"1091","GALAPA",0,890,330,125,16,1.15
"1091","LACSER",3,890,330,125,16,1.15
"1091","LOMTRI",0,890,330,125,16,1.15
"1091","LT",6,890,330,125,16,1.15
"1091","MICGRA",0,890,330,125,16,1.15
"1091","NF",1,890,330,125,16,1.15
"1091","NGRS",0,890,330,125,16,1.15
"1091","NNF",4,890,330,125,16,1.15
"1091","NNGRS",6,890,330,125,16,1.15
"1091","PHLLON",0,890,330,125,16,1.15
"1091","POTGRA",0,890,330,125,16,1.15
"1091","PSESPI",0,890,330,125,16,1.15
"1091","ROSWOO",0,890,330,125,16,1.15
"1091","SHRB",0,890,330,125,16,1.15
"1091","SYMALB",0,890,330,125,16,1.15
"1091","UNK3",0,890,330,125,16,1.15
"1091","VALLOC",0,890,330,125,16,1.15
"1091","VENDUB",2,890,330,125,16,1.15
"1100","BALSAG",0,718,235,14.5,20,1.05
"1100","BG",1,718,235,14.5,20,1.05
"1100","BRAALB",0,718,235,14.5,20,1.05
"1100","BROBRI",0,718,235,14.5,20,1.05
"1100","BROHOR",0,718,235,14.5,20,1.05
"1100","BRORAC",0,718,235,14.5,20,1.05
"1100","BROTEC",3,718,235,14.5,20,1.05
"1100","BSC",0,718,235,14.5,20,1.05
"1100","CLAPOC",0,718,235,14.5,20,1.05
"1100","COLLEMA",0,718,235,14.5,20,1.05
"1100","DIPMUS",0,718,235,14.5,20,1.05
"1100","EPIBRA",1,718,235,14.5,20,1.05
"1100","LITRUD",0,718,235,14.5,20,1.05
"1100","LT",6,718,235,14.5,20,1.05
"1100","LUPSER",0,718,235,14.5,20,1.05
"1100","MAHREP",1,718,235,14.5,20,1.05
"1100","MICGRA",0,718,235,14.5,20,1.05
"1100","NF",1,718,235,14.5,20,1.05
"1100","NGRS",1,718,235,14.5,20,1.05
"1100","NNGRS",5,718,235,14.5,20,1.05
"1100","POASEC",1,718,235,14.5,20,1.05
"1100","PSESPI",0,718,235,14.5,20,1.05
"1100","RK",2,718,235,14.5,20,1.05
"1100","SHRB",0,718,235,14.5,20,1.05
"1100","SYMALB",0,718,235,14.5,20,1.05
"1100","VENDUB",4,718,235,14.5,20,1.05
"1211","ACHMIL",1,961,162,125,15,1.38
"1211","ARRELA",0,961,162,125,15,1.38
"1211","BROHOR",4,961,162,125,15,1.38
"1211","BROTEC",0,961,162,125,15,1.38
