SPECIES,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,SITE,ELV,ASPECT,DEPTH,SLOPE
DELNUT,0,2,2,0,0,0,0,0,0,0,0,0,566d,1108,140,36,23
DRAVER,3,0,1,0,0,0,0,0,1,0,0,0,566d,1108,140,36,23
ERIHER,0,3,5,5,6,5,3,3,0,3,2,2,566d,1108,140,36,23
FESIDA,0,0,0,0,0,0,0,0,0,2,0,3,566d,1108,140,36,23
GALAPA,1,0,0,0,0,1,0,0,0,1,0,0,566d,1108,140,36,23
LACSER,0,1,0,2,0,0,0,1,0,0,0,0,566d,1108,140,36,23
LITGLA,0,0,0,0,0,1,0,0,0,0,1,0,566d,1108,140,36,23
LOMMAC,0,0,0,0,0,0,0,0,0,1,1,0,566d,1108,140,36,23
LT,5,6,5,5,4,4,6,6,5,6,6,6,566d,1108,140,36,23
MAHREP,0,0,0,0,0,0,0,0,2,2,3,2,566d,1108,140,36,23
MICGRA,1,0,0,1,0,1,1,1,1,0,1,1,566d,1108,140,36,23
NF,1,4,5,5,6,5,3,3,2,4,6,4,566d,1108,140,36,23
NGRS,0,3,0,0,0,0,1,1,3,4,1,4,566d,1108,140,36,23
NNF,3,1,2,2,0,0,0,1,1,1,0,1,566d,1108,140,36,23
NNGRS,5,5,5,5,5,4,5,5,4,4,4,5,566d,1108,140,36,23
OLSDOU,0,0,0,0,0,0,1,0,0,1,1,2,566d,1108,140,36,23
PSESPI,0,3,0,0,0,0,1,1,3,3,1,3,566d,1108,140,36,23
RK,1,0,0,0,0,1,0,0,1,0,0,0,566d,1108,140,36,23
RUMACE,0,0,1,0,0,0,0,0,0,0,0,0,566d,1108,140,36,23
VENDUB,5,5,5,2,0,1,5,5,4,4,4,5,566d,1108,140,36,23
ACHMIL,0,0,0,0,0,0,1,0,0,0,0,0,566e,1085,110,29.5,35
AGOHET,0,0,0,0,0,0,0,0,0,0,0,0,566e,1085,110,29.5,35
AGOSERIS,0,0,0,0,0,0,0,1,0,0,0,0,566e,1085,110,29.5,35
ALYALY,0,0,0,0,0,0,1,1,0,0,0,0,566e,1085,110,29.5,35
AMAALN,0,0,0,0,0,0,0,0,0,0,3,3,566e,1085,110,29.5,35
ARESER,0,0,0,0,0,0,0,0,0,2,0,0,566e,1085,110,29.5,35
BALSAG,0,0,0,0,0,0,0,1,0,0,0,0,566e,1085,110,29.5,35
BG,2,0,1,2,1,2,1,1,1,0,0,0,566e,1085,110,29.5,35
BROTEC,1,2,2,2,3,2,3,3,5,3,1,0,566e,1085,110,29.5,35
BSC,3,3,4,3,4,4,5,4,1,1,0,0,566e,1085,110,29.5,35
CERPUR,0,3,4,0,1,2,3,2,0,0,0,0,566e,1085,110,29.5,35
CLAPER,0,0,0,0,0,0,0,0,0,0,1,0,566e,1085,110,29.5,35
CLAPOC,1,0,1,2,3,2,2,3,1,1,0,0,566e,1085,110,29.5,35
COLPAR,0,0,0,0,0,0,0,0,0,0,0,0,566e,1085,110,29.5,35
DELNUT,0,0,0,0,0,0,1,0,0,0,0,0,566e,1085,110,29.5,35
DRAVER,2,1,2,2,2,3,2,2,1,0,0,0,566e,1085,110,29.5,35
ERIHER,0,0,0,2,0,0,0,0,0,0,0,0,566e,1085,110,29.5,35
FRIPUD,1,0,0,0,0,0,0,0,0,0,0,1,566e,1085,110,29.5,35
GALAPA,0,1,0,0,0,0,0,1,1,1,1,0,566e,1085,110,29.5,35
GALTRI,0,0,0,0,0,0,0,0,0,0,0,0,566e,1085,110,29.5,35
HELUNI,0,0,0,0,0,0,0,0,0,0,0,0,566e,1085,110,29.5,35
HYDCAP,0,0,0,0,0,0,0,0,0,0,0,0,566e,1085,110,29.5,35
LACSER,0,0,0,0,0,0,1,1,0,0,0,0,566e,1085,110,29.5,35
LITGLA,1,0,1,0,1,0,0,0,1,2,2,0,566e,1085,110,29.5,35
LOMDIS,0,1,2,5,0,3,5,1,0,0,1,2,566e,1085,110,29.5,35
LT,4,5,4,3,4,3,3,3,5,6,6,6,566e,1085,110,29.5,35
LUPINUS,0,0,0,0,0,0,0,0,0,3,3,1,566e,1085,110,29.5,35
MICGRA,1,1,3,1,2,1,3,0,1,1,0,0,566e,1085,110,29.5,35
MYOSTR,1,1,1,1,1,0,0,0,1,1,0,0,566e,1085,110,29.5,35
NF,2,2,3,5,2,3,5,3,1,4,4,2,566e,1085,110,29.5,35
NGRS,4,4,3,2,3,2,1,3,2,1,2,0,566e,1085,110,29.5,35
NNF,2,1,2,2,2,3,3,2,1,1,0,0,566e,1085,110,29.5,35
NNGRS,0,4,3,3,3,2,3,3,5,3,1,0,566e,1085,110,29.5,35
PELRUF,0,1,0,0,0,0,0,0,0,0,0,0,566e,1085,110,29.5,35
PENHUM,0,0,0,0,0,0,0,1,0,0,0,0,566e,1085,110,29.5,35
PINPON,0,0,0,0,0,0,0,0,0,5,6,6,566e,1085,110,29.5,35
POASEC,0,0,0,0,0,0,0,0,0,0,2,0,566e,1085,110,29.5,35
POLPIL,3,1,2,2,1,0,0,0,0,0,0,0,566e,1085,110,29.5,35
PSESPI,4,4,3,2,3,2,1,3,2,1,2,0,566e,1085,110,29.5,35
RK,0,0,1,1,0,1,2,2,0,1,0,0,566e,1085,110,29.5,35
ROSWOO,0,0,0,0,0,0,2,0,4,0,0,0,566e,1085,110,29.5,35
SEDLAN,0,0,0,0,0,0,0,0,0,0,1,0,566e,1085,110,29.5,35
SENINT,0,0,0,0,0,0,0,0,0,0,0,0,566e,1085,110,29.5,35
SHRB,0,0,0,0,0,1,2,2,4,5,6,6,566e,1085,110,29.5,35
SYMALB,0,0,0,0,0,1,0,2,0,2,0,3,566e,1085,110,29.5,35
SYNRUR,0,0,0,0,0,1,3,0,0,0,0,0,566e,1085,110,29.5,35
TRIGRA,0,0,0,0,0,0,0,0,0,1,0,0,566e,1085,110,29.5,35
UNK,0,0,0,0,0,0,0,0,0,0,0,0,566e,1085,110,29.5,35
VALLOC,0,0,0,0,0,0,0,0,0,1,0,0,566e,1085,110,29.5,35
VENDUB,3,4,2,2,2,0,0,0,0,0,0,0,566e,1085,110,29.5,35
ANTMIC,0,0,1,4,1,0,0,0,0,0,0,0,566f,1129,0,32.25,0
BG,0,0,0,3,0,4,4,0,0,0,0,0,566f,1129,0,32.25,0
BROTEC,3,3,5,5,2,3,0,0,0,0,0,0,566f,1129,0,32.25,0
BSC,3,4,5,4,3,1,1,2,4,3,5,6,566f,1129,0,32.25,0
CERPUR,0,0,2,0,2,0,0,0,2,0,4,0,566f,1129,0,32.25,0
CLAPOC,3,3,3,3,2,1,0,0,0,0,2,3,566f,1129,0,32.25,0
COLLEMA,0,0,1,1,0,0,0,0,3,0,0,2,566f,1129,0,32.25,0
COLPAR,0,3,2,1,4,2,3,0,0,0,0,0,566f,1129,0,32.25,0
CREACU,0,0,0,0,0,0,1,0,0,0,0,0,566f,1129,0,32.25,0
DELNUT,1,1,2,2,1,2,0,0,0,0,0,0,566f,1129,0,32.25,0
DRAVER,0,2,2,1,1,1,1,0,0,0,0,0,566f,1129,0,32.25,0
ERIHER,1,2,0,0,0,0,0,0,0,0,1,0,566f,1129,0,32.25,0
GALAPA,0,0,0,0,0,1,0,0,0,0,0,0,566f,1129,0,32.25,0
LACSER,0,0,0,1,0,0,0,1,0,0,1,0,566f,1129,0,32.25,0
LITGLA,2,2,1,1,1,1,0,0,0,0,0,0,566f,1129,0,32.25,0
LOMMAC,0,0,0,0,0,1,0,1,1,0,0,3,566f,1129,0,32.25,0
LT,6,5,3,4,2,4,4,5,3,4,3,2,566f,1129,0,32.25,0
MICGRA,1,1,2,1,1,3,1,2,1,1,1,2,566f,1129,0,32.25,0
MYOSTR,0,0,0,1,0,0,0,0,0,0,0,0,566f,1129,0,32.25,0
NF,2,4,4,4,5,4,4,4,2,1,1,3,566f,1129,0,32.25,0
NGRS,3,1,2,1,1,1,0,1,1,1,2,1,566f,1129,0,32.25,0
NNF,0,2,2,1,1,1,1,1,1,1,1,0,566f,1129,0,32.25,0
NNGRS,6,5,5,5,2,4,3,3,1,3,3,2,566f,1129,0,32.25,0
OLSDOU,0,0,1,0,1,0,2,3,1,0,0,1,566f,1129,0,32.25,0
PELDID,0,0,1,1,0,0,0,0,0,0,0,0,566f,1129,0,32.25,0
POABUL,0,0,0,0,0,0,3,3,1,3,3,2,566f,1129,0,32.25,0
POASEC,3,0,2,1,1,1,0,0,1,0,2,1,566f,1129,0,32.25,0
POLPIL,0,0,1,0,0,1,1,2,0,3,0,5,566f,1129,0,32.25,0
PSESPI,0,1,0,0,0,0,0,1,0,1,0,0,566f,1129,0,32.25,0
RK,0,1,0,2,2,1,1,0,0,1,0,0,566f,1129,0,32.25,0
RUMACE,0,0,0,0,1,1,0,0,1,1,0,0,566f,1129,0,32.25,0
SELDEN,0,0,0,0,0,0,0,0,0,0,1,1,566f,1129,0,32.25,0
SYNRUR,0,2,1,1,0,0,0,0,0,1,0,0,566f,1129,0,32.25,0
VENDUB,2,3,1,1,0,2,0,0,0,0,0,0,566f,1129,0,32.25,0
ACHMIL,0,0,0,0,0,2,0,0,0,0,0,2,566g,1062,200,30.25,9
AGOGRA,0,0,0,0,0,0,0,0,2,0,0,0,566g,1062,200,30.25,9
AGOHET,0,0,0,1,0,0,0,0,1,0,0,0,566g,1062,200,30.25,9
ALYALY,1,1,0,0,0,1,1,0,1,0,0,0,566g,1062,200,30.25,9
APEINT,0,0,0,1,0,0,0,0,0,0,0,0,566g,1062,200,30.25,9
BALSAG,0,0,0,0,0,0,0,0,1,0,0,0,566g,1062,200,30.25,9
BG,3,0,0,0,0,2,0,2,1,0,0,0,566g,1062,200,30.25,9
BROHOR,0,0,0,0,1,0,0,0,1,0,0,0,566g,1062,200,30.25,9
BRORAC,1,0,1,0,1,0,0,0,0,0,0,1,566g,1062,200,30.25,9
BROTEC,0,1,1,2,1,1,1,1,0,1,1,0,566g,1062,200,30.25,9
DRAVER,0,1,0,0,0,0,1,1,0,0,0,1,566g,1062,200,30.25,9
EPIBRA,0,0,0,1,0,0,1,0,0,0,1,1,566g,1062,200,30.25,9
ERIHER,1,1,0,1,5,5,4,1,0,3,5,2,566g,1062,200,30.25,9
GALAPA,1,0,0,0,0,0,0,0,0,0,0,0,566g,1062,200,30.25,9
HIESCO,2,5,0,0,0,0,0,0,0,0,0,0,566g,1062,200,30.25,9
HOLUMB,0,0,0,0,1,0,0,0,0,0,0,0,566g,1062,200,30.25,9
LACSER,0,0,0,1,0,0,1,1,1,0,0,1,566g,1062,200,30.25,9
LOMTRI,1,0,0,0,0,0,0,1,1,0,1,0,566g,1062,200,30.25,9
LT,5,6,6,6,6,3,6,5,6,6,6,6,566g,1062,200,30.25,9
LUPINUS,0,3,0,0,0,0,0,0,0,0,0,0,566g,1062,200,30.25,9
MADGRA,1,0,0,0,0,0,1,1,1,0,1,0,566g,1062,200,30.25,9
MICGRA,0,0,1,1,1,2,0,1,1,1,1,1,566g,1062,200,30.25,9
NF,2,5,1,1,5,5,4,2,3,3,5,3,566g,1062,200,30.25,9
NNF,1,1,0,1,0,1,2,2,1,1,0,1,566g,1062,200,30.25,9
NNGRS,5,4,6,0,6,5,6,6,6,6,5,6,566g,1062,200,30.25,9
RK,1,0,0,0,0,1,0,2,1,0,0,1,566g,1062,200,30.25,9
TRADUB,0,0,0,0,0,0,1,1,0,1,0,0,566g,1062,200,30.25,9
TRIGRA,0,0,0,0,0,1,0,0,0,0,0,0,566g,1062,200,30.25,9
VENDUB,5,4,6,6,6,5,6,6,6,6,5,6,566g,1062,200,30.25,9
AGOHET,0,0,0,0,0,1,0,2,2,1,0,0,566h,1104,282,11.25,35
AMAALN,0,0,0,0,0,0,0,0,0,0,0,5,566h,1104,282,11.25,35
BG,1,0,0,0,1,0,0,0,3,1,1,0,566h,1104,282,11.25,35
BRAALB,0,0,0,0,0,0,0,0,0,0,0,3,566h,1104,282,11.25,35
BROHOR,1,2,1,3,1,1,1,0,3,4,3,0,566h,1104,282,11.25,35
BROTEC,3,1,3,1,1,1,0,0,1,0,1,3,566h,1104,282,11.25,35
BRYUM,0,0,0,3,0,2,1,2,0,0,0,0,566h,1104,282,11.25,35
BSC,6,5,5,5,6,5,5,6,4,3,5,4,566h,1104,282,11.25,35
CLADONIA,0,1,1,1,3,1,1,1,1,1,3,0,566h,1104,282,11.25,35
COLLEMA,0,0,0,0,0,0,2,0,0,0,0,0,566h,1104,282,11.25,35
COLPAR,1,0,0,0,0,0,0,0,1,0,0,0,566h,1104,282,11.25,35
DRAVER,0,2,0,1,0,0,1,0,2,2,1,0,566h,1104,282,11.25,35
EPIBRA,0,1,0,0,1,0,0,1,0,0,0,1,566h,1104,282,11.25,35
FESIDA,0,0,0,0,2,0,0,0,1,0,0,2,566h,1104,282,11.25,35
GALAPA,0,0,0,0,0,1,0,0,0,0,0,2,566h,1104,282,11.25,35
HOLUMB,1,0,0,0,0,0,0,0,0,0,0,0,566h,1104,282,11.25,35
LOMMAC,1,1,1,0,1,2,1,0,0,1,0,0,566h,1104,282,11.25,35
LT,4,5,3,2,2,3,3,1,3,3,3,3,566h,1104,282,11.25,35
MADGRA,0,0,0,0,0,0,0,1,1,0,0,0,566h,1104,282,11.25,35
MICGRA,0,0,1,1,1,1,2,0,1,1,1,0,566h,1104,282,11.25,35
NF,0,3,1,1,2,3,3,2,3,1,1,3,566h,1104,282,11.25,35
NGRS,3,2,2,1,2,3,3,1,2,0,2,3,566h,1104,282,11.25,35
NNF,1,2,0,1,0,0,1,0,2,2,1,0,566h,1104,282,11.25,35
NNGRS,3,3,3,3,1,1,1,2,3,4,3,3,566h,1104,282,11.25,35
OLSDOU,1,2,0,1,1,1,1,0,0,0,1,1,566h,1104,282,11.25,35
PELRUR,0,0,1,0,1,0,0,0,0,0,0,0,566h,1104,282,11.25,35
POASEC,0,0,1,1,0,0,0,1,0,0,0,0,566h,1104,282,11.25,35
POLYTRICUM,5,4,3,3,4,3,4,5,3,3,4,2,566h,1104,282,11.25,35
PSESPI,3,2,1,0,0,3,3,0,1,0,2,2,566h,1104,282,11.25,35
RK,1,1,3,4,2,3,3,2,2,1,0,0,566h,1104,282,11.25,35
SELDEN,1,2,2,3,3,2,1,2,1,1,1,0,566h,1104,282,11.25,35
SHRB,0,0,0,0,2,1,0,0,0,0,0,5,566h,1104,282,11.25,35
SPIBET,0,0,0,0,2,1,0,0,0,0,0,0,566h,1104,282,11.25,35
VULMYU,0,0,0,0,0,0,0,2,1,0,0,0,566h,1104,282,11.25,35
BESRUB,0,0,0,0,0,0,0,0,0,0,0,3,566i,1058,147,63.75,25
BG,0,1,0,0,0,1,0,0,0,0,0,0,566i,1058,147,63.75,25
BRORAC,0,0,0,2,0,0,0,0,1,3,2,2,566i,1058,147,63.75,25
BROTEC,2,4,3,1,1,1,0,1,0,2,2,1,566i,1058,147,63.75,25
CLAPER,0,0,0,0,0,1,0,0,1,0,0,0,566i,1058,147,63.75,25
DESINC,0,0,0,0,0,0,0,1,0,0,0,0,566i,1058,147,63.75,25
EPIBRA,0,1,1,0,0,0,0,0,1,0,0,0,566i,1058,147,63.75,25
HELUNI,0,0,0,0,0,0,3,3,3,0,3,0,566i,1058,147,63.75,25
LACSER,1,0,0,0,1,0,0,0,0,0,0,0,566i,1058,147,63.75,25
LOMDIS,0,0,1,2,3,0,0,5,4,3,0,0,566i,1058,147,63.75,25
LT,6,6,6,6,6,6,6,6,6,6,6,6,566i,1058,147,63.75,25
MADGRA,2,1,3,3,1,2,1,1,0,2,2,2,566i,1058,147,63.75,25
MICGRA,0,0,0,0,1,0,0,0,1,0,0,0,566i,1058,147,63.75,25
NF,2,1,3,3,3,2,3,6,5,4,4,3,566i,1058,147,63.75,25
NNF,1,0,1,1,2,2,1,0,1,0,0,0,566i,1058,147,63.75,25
NNGRS,5,6,6,6,5,6,5,5,4,6,5,6,566i,1058,147,63.75,25
ROSWOO,0,0,0,0,0,0,3,0,0,4,0,0,566i,1058,147,63.75,25
SHRB,2,1,1,3,3,2,4,2,2,4,3,2,566i,1058,147,63.75,25
SYMALB,2,1,1,3,3,2,2,2,2,1,3,2,566i,1058,147,63.75,25
TRADUB,0,0,0,1,1,0,0,0,0,0,0,0,566i,1058,147,63.75,25
VALLOC,0,0,1,1,2,2,1,0,1,0,0,0,566i,1058,147,63.75,25
VENDUB,5,4,5,5,5,6,5,5,4,5,5,6,566i,1058,147,63.75,25
ACHMIL,0,0,0,0,0,0,0,0,0,0,0,1,566j,934,250,55,16
APOAND,3,0,1,2,0,0,0,0,0,0,0,0,566j,934,250,55,16
ARRELA,4,3,3,3,5,3,1,2,3,4,3,5,566j,934,250,55,16
BG,0,0,0,1,0,0,0,0,0,0,3,0,566j,934,250,55,16
BROBRI,0,0,0,0,0,0,0,1,0,0,0,0,566j,934,250,55,16
BRORAC,0,1,0,0,0,0,0,0,1,0,3,0,566j,934,250,55,16
EPIBRA,0,0,0,1,0,1,2,1,0,1,1,0,566j,934,250,55,16
FESIDA,0,0,0,0,1,0,0,0,0,0,0,0,566j,934,250,55,16
GERVIS,0,0,0,0,0,0,2,0,0,0,0,0,566j,934,250,55,16
LOMDIS,0,0,0,1,1,0,0,0,1,5,0,0,566j,934,250,55,16
LT,6,6,6,6,6,6,6,6,6,6,5,6,566j,934,250,55,16
MADIA,0,0,1,0,0,0,0,0,0,0,0,0,566j,934,250,55,16
NF,3,3,3,4,4,1,3,1,2,5,1,1,566j,934,250,55,16
NGRS,0,0,0,0,1,0,0,0,0,0,0,0,566j,934,250,55,16
NNF,1,0,0,0,0,1,0,0,0,0,0,0,566j,934,250,55,16
NNGRS,5,5,5,5,5,3,6,5,5,4,4,6,566j,934,250,55,16
POTGRA,1,3,2,3,4,0,0,0,1,0,0,0,566j,934,250,55,16
ROSA,0,0,0,0,0,0,0,0,0,0,0,1,566j,934,250,55,16
SHRB,0,0,0,2,0,2,0,2,2,3,1,2,566j,934,250,55,16
SYMALB,0,0,0,2,0,2,0,2,2,3,1,1,566j,934,250,55,16
VALLOC,1,0,0,0,0,1,0,0,0,0,0,0,566j,934,250,55,16
VENDUB,3,3,4,3,0,0,6,4,3,1,1,3,566j,934,250,55,16
ACHMIL,0,0,0,0,1,1,1,1,2,0,1,3,566k,1016,322,42.75,35
APEINT,0,0,0,0,0,0,0,0,1,0,1,0,566k,1016,322,42.75,35
BG,0,2,0,0,0,0,0,0,0,0,0,0,566k,1016,322,42.75,35
BRAALB,0,0,0,0,0,0,0,0,0,0,1,0,566k,1016,322,42.75,35
BROHOR,0,1,0,0,0,0,0,0,0,0,0,0,566k,1016,322,42.75,35
BRORAC,0,0,0,1,0,0,0,0,1,0,0,0,566k,1016,322,42.75,35
BSC,2,0,0,0,0,0,0,0,0,0,1,0,566k,1016,322,42.75,35
CERPUR,2,0,0,0,0,0,0,0,0,0,0,0,566k,1016,322,42.75,35
CLADONIA,1,0,0,0,0,0,0,0,0,0,0,0,566k,1016,322,42.75,35
COLPAR,0,0,0,0,0,0,0,0,0,0,1,0,566k,1016,322,42.75,35
ERIHER,1,4,4,3,1,0,1,0,0,3,0,1,566k,1016,322,42.75,35
FESIDA,3,0,3,0,0,0,2,3,1,2,0,1,566k,1016,322,42.75,35
GEUTRI,0,2,0,0,0,1,4,3,3,3,1,4,566k,1016,322,42.75,35
HEUGRO,0,0,0,0,0,3,0,0,0,0,0,0,566k,1016,322,42.75,35
LT,4,3,5,6,6,6,6,6,6,6,6,6,566k,1016,322,42.75,35
LUPSER,3,1,0,0,0,0,1,1,0,0,0,4,566k,1016,322,42.75,35
MICGRA,1,0,0,0,0,1,0,0,0,0,0,0,566k,1016,322,42.75,35
NF,3,5,4,3,2,4,4,3,4,4,2,6,566k,1016,322,42.75,35
NGRS,4,1,4,2,3,3,5,5,4,5,5,3,566k,1016,322,42.75,35
NNF,1,1,1,1,0,1,0,1,1,1,1,0,566k,1016,322,42.75,35
NNGRS,1,3,2,5,5,4,0,1,1,0,1,0,566k,1016,322,42.75,35
PRUVIR,0,0,0,0,0,2,0,0,2,0,0,0,566k,1016,322,42.75,35
PSESPI,3,1,3,2,3,3,4,3,4,4,5,3,566k,1016,322,42.75,35
RK,0,0,0,1,0,0,0,0,0,0,0,0,566k,1016,322,42.75,35
SEDLAN,0,1,0,0,0,0,0,0,0,0,0,0,566k,1016,322,42.75,35
SENINT,0,1,0,0,1,0,0,0,0,0,1,0,566k,1016,322,42.75,35
SHRB,1,0,2,2,3,2,0,1,2,0,2,1,566k,1016,322,42.75,35
SOLMIS,0,0,0,0,0,1,0,0,0,0,0,0,566k,1016,322,42.75,35
SYMALB,1,0,2,2,3,0,0,1,0,0,2,1,566k,1016,322,42.75,35
TRIGRA,0,0,0,0,0,0,0,0,0,0,1,0,566k,1016,322,42.75,35
VALLOC,1,1,1,1,0,1,0,1,1,1,1,0,566k,1016,322,42.75,35
VENDUB,1,3,2,5,5,4,0,1,0,0,0,0,566k,1016,322,42.75,35
ACHMIL,1,0,0,0,0,0,0,0,0,0,0,1,566l,1032,268,37.75,12
AGOSERIS,0,0,1,1,1,0,0,0,0,0,0,0,566l,1032,268,37.75,12
ALLACU,0,0,0,0,0,0,0,0,1,0,0,0,566l,1032,268,37.75,12
BG,0,0,0,0,0,0,1,0,0,0,0,0,566l,1032,268,37.75,12
BRAALB,0,0,0,0,0,0,3,0,0,1,0,0,566l,1032,268,37.75,12
BRORAC,3,1,1,1,1,1,1,3,5,0,1,2,566l,1032,268,37.75,12
BROTEC,3,1,0,0,0,1,1,2,1,0,0,2,566l,1032,268,37.75,12
BSC,0,0,0,0,0,0,5,0,0,2,0,0,566l,1032,268,37.75,12
CLAPOC,0,0,0,0,0,0,1,0,0,2,0,0,566l,1032,268,37.75,12
COLLEMA,0,0,0,0,0,0,3,0,0,0,0,0,566l,1032,268,37.75,12
COLLIN,0,1,1,0,1,0,0,0,0,0,0,0,566l,1032,268,37.75,12
DRAVER,0,0,0,0,0,0,1,0,0,0,0,0,566l,1032,268,37.75,12
EPIBRA,0,1,0,0,0,0,0,0,0,0,0,0,566l,1032,268,37.75,12
ERIHER,0,0,0,4,3,6,0,3,3,3,4,6,566l,1032,268,37.75,12
ERILAN,2,0,0,0,0,0,0,0,0,0,0,0,566l,1032,268,37.75,12
FESIDA,0,0,0,1,1,0,0,3,1,0,1,0,566l,1032,268,37.75,12
LACSER,0,1,0,0,1,0,0,0,0,0,0,0,566l,1032,268,37.75,12
LOMDIS,0,0,0,0,0,0,0,1,0,0,0,0,566l,1032,268,37.75,12
LOMMAC,0,0,0,0,0,0,1,0,0,0,1,0,566l,1032,268,37.75,12
LT,6,6,6,6,6,6,4,6,6,6,6,6,566l,1032,268,37.75,12
MICGRA,0,1,1,0,1,0,0,0,0,0,0,0,566l,1032,268,37.75,12
MYOARV,1,1,0,0,0,0,0,0,0,0,0,0,566l,1032,268,37.75,12
NF,3,2,1,4,3,6,1,4,3,3,4,6,566l,1032,268,37.75,12
NGRS,0,0,0,1,2,1,0,3,1,0,1,0,566l,1032,268,37.75,12
NNF,1,1,0,0,1,1,1,0,0,0,0,0,566l,1032,268,37.75,12
NNGRS,6,6,6,5,6,6,5,5,6,6,6,6,566l,1032,268,37.75,12
POABUL,0,0,0,0,1,1,0,0,0,0,0,0,566l,1032,268,37.75,12
POASEC,0,0,0,0,0,1,0,0,0,0,1,0,566l,1032,268,37.75,12
POLPIL,0,0,0,0,0,0,2,0,0,0,0,0,566l,1032,268,37.75,12
PSESPI,0,0,0,0,1,0,0,0,0,0,0,0,566l,1032,268,37.75,12
RUMACE,0,0,0,0,0,1,0,0,0,0,0,0,566l,1032,268,37.75,12
VENDUB,4,6,6,5,6,6,4,4,2,5,5,6,566l,1032,268,37.75,12
VULMYU,0,0,0,0,0,0,1,1,0,2,2,3,566l,1032,268,37.75,12
ACHMIL,0,0,0,1,0,1,0,0,0,0,0,0,734a,956,191,99.75,12
APOAND,4,0,3,3,3,3,3,2,2,2,3,4,734a,956,191,99.75,12
ARRELA,0,1,2,2,3,3,4,4,4,5,5,3,734a,956,191,99.75,12
BG,0,2,0,0,0,0,0,0,2,0,0,0,734a,956,191,99.75,12
BROTEC,6,3,2,2,1,2,0,0,0,0,0,0,734a,956,191,99.75,12
GERVIS,3,1,2,0,4,0,4,5,4,0,1,0,734a,956,191,99.75,12
LITGLA,0,1,0,0,0,0,0,0,0,0,0,0,734a,956,191,99.75,12
LOMDIS,0,5,0,1,0,0,0,0,0,0,0,0,734a,956,191,99.75,12
LT,6,3,6,6,6,6,6,5,6,6,6,6,734a,956,191,99.75,12
MICGRA,1,0,0,0,0,0,0,0,0,0,0,0,734a,956,191,99.75,12
NF,4,5,4,3,5,3,4,5,4,4,3,4,734a,956,191,99.75,12
NNF,4,3,2,1,3,3,2,1,2,1,1,2,734a,956,191,99.75,12
NNGRS,6,5,5,5,4,5,5,4,5,5,6,5,734a,956,191,99.75,12
POTGRA,0,0,0,0,0,0,0,0,0,4,0,0,734a,956,191,99.75,12
VALLOC,4,3,2,1,3,3,2,1,2,1,1,2,734a,956,191,99.75,12
VENDUB,2,4,4,4,3,3,4,2,4,2,3,4,734a,956,191,99.75,12
ACHMIL,0,0,0,1,0,0,0,0,0,0,2,1,734b,948,180,10.25,11
APOAND,3,4,1,4,3,3,3,3,3,4,5,4,734b,948,180,10.25,11
ARRELA,0,1,1,2,1,3,2,3,0,0,1,0,734b,948,180,10.25,11
BG,0,0,0,1,0,0,0,0,0,0,0,0,734b,948,180,10.25,11
BROARV,2,0,0,2,0,0,1,0,1,0,0,0,734b,948,180,10.25,11
BROHOR,0,0,0,1,2,2,0,2,2,2,1,0,734b,948,180,10.25,11
DANCAL,1,0,0,1,3,1,2,1,1,0,0,0,734b,948,180,10.25,11
EPIBRA,1,0,0,1,0,1,3,1,2,1,2,0,734b,948,180,10.25,11
FESIDA,0,0,0,0,0,0,0,0,0,2,0,0,734b,948,180,10.25,11
GERVIS,0,0,0,0,0,0,0,0,0,0,2,0,734b,948,180,10.25,11
LT,6,6,6,6,5,6,6,6,6,6,6,6,734b,948,180,10.25,11
MADGRA,1,1,4,1,0,1,2,1,2,1,0,0,734b,948,180,10.25,11
NF,4,4,1,4,3,4,5,4,4,4,5,4,734b,948,180,10.25,11
NGRS,1,4,6,2,3,1,2,1,1,2,0,3,734b,948,180,10.25,11
NNF,0,0,0,0,0,0,0,0,0,1,0,0,734b,948,180,10.25,11
NNGRS,5,2,2,4,3,4,2,5,1,5,4,1,734b,948,180,10.25,11
PRUDOM,0,0,0,0,0,0,0,0,0,0,0,1,734b,948,180,10.25,11
PSESPI,0,4,6,1,0,0,0,0,0,0,0,3,734b,948,180,10.25,11
RK,0,0,2,0,0,0,0,0,0,0,0,0,734b,948,180,10.25,11
SHRB,1,0,0,0,0,0,0,0,0,0,0,5,734b,948,180,10.25,11
SYMALB,1,0,0,0,0,0,0,0,0,0,0,0,734b,948,180,10.25,11
TRADUB,0,0,0,0,0,0,0,0,0,1,0,0,734b,948,180,10.25,11
VENDUB,4,1,1,2,2,3,0,4,5,5,3,1,734b,948,180,10.25,11
ACHMIL,0,1,0,0,0,0,0,0,0,0,1,0,734c,947,219,9.25,10
AGOGRA,0,0,0,0,0,0,0,0,1,1,0,0,734c,947,219,9.25,10
BALSAG,0,0,0,0,0,6,0,0,0,0,0,0,734c,947,219,9.25,10
BG,2,1,0,1,0,1,0,0,3,3,2,0,734c,947,219,9.25,10
BROARV,0,2,0,0,0,1,0,0,0,0,0,0,734c,947,219,9.25,10
BROHOR,2,0,2,0,0,0,2,2,0,0,0,0,734c,947,219,9.25,10
BROTEC,1,0,0,1,1,1,0,3,3,2,3,3,734c,947,219,9.25,10
BSC,0,0,0,2,1,0,3,4,3,4,4,5,734c,947,219,9.25,10
